"hotel name","review title","review body","review date",contributions,"helpful vote","user name","user location",rating
"Courtyard by Marriott Philadelphia Airport","Thumbs Up","An old dependable beast of an airport hotel that has been kept up extremely well. The staff is well trained and does a good job (especially housekeeping). Rooms are relatively spacious and up-to-date. The food operation in the lobby makes travel easier. My first choice...","September 24, 2015",279,96,TJSullivan,"Denver, Colorado",40
"Courtyard by Marriott Philadelphia Airport","Still a perfect start","We had an early flight out of PHL and once again started our trip a night early with a Park & Fly stay here. This is about my third or fourth review... and it is always the same regardless of the staff.

The staff is...","September 24, 2015",701,312,Hokie67,"Chestertown, Maryland",50
"Courtyard by Marriott Philadelphia Airport","Very nice staff and comfy beds.","We recently spent the night on our way to Aruba and we had a lay over in Philly. 

They have a shuttle service. When you land you call the hotel and they will give you the wait time and how to find the shuttle. When...","September 17, 2015",11,2,Johnnygisfun,"Norwich, Connecticut",50
"Courtyard by Marriott Philadelphia Airport","Great Staff ","This place will make you feel like family.  From the moment we checked in until I left  to continue my business trip to Virginia the entire staff impressed me.  Special consideration to Cheryl at the front desk who checked us in plus also made a...","September 14, 2015",90,36,"William J","Twin Lakes, Wisconsin",50
"Courtyard by Marriott Philadelphia Airport",Pleasant,"The elevators could have been cleaner and the breakfast could have tasted more fresh and homemade rather then from a box.

I loved the setup of the room. Prime location and great views. The staff was very helpful.","September 13, 2015",4,3,"Crydon I","Philadelphia, Pennsylvania",30
"Courtyard by Marriott Philadelphia Airport","Clean and Comfortable Hotel Close to Airport","This is our second stay at this particular Marriott on a Saturday night for an early Sunday morning flight (the previous being in 2014).  The proximity to the airport is great, the staff friendly, the food very good, the rooms and hotel very clean, and...","September 8, 2015",37,35,"Tammy T","Pottstown, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","Great service!","Our flight was canceled and it was late with early flights in the AM, so we went to the Marriott airport hotel. We were pleased with Roxana's service, not only did she upgrade us with a smile, she offered us some waters and said that...","August 26, 2015",7,2,Livinthedream10,"Kennebunk, Maine",40
"Courtyard by Marriott Philadelphia Airport","Very nice rooms & friendly staff","Room was very clean and recently updated. Bathroom was very nice and new! Staff was very friendly. Van driver Walt was extremely friendly and helpful, told us a lot about the area, very professional. Nice place to stay close to the airport!","August 17, 2015",84,69,TShed,Mechanicsburg,50
"Courtyard by Marriott Philadelphia Airport","Not the best","We recently stayed here for business and it was not the best experience. They were changing all the doorknobs on the rooms are there we got moved to two different rooms there is no Jacuzzi only a small pool is indoors. The room wasn't clean...","August 13, 2015",100,32,Rjduran2,"Highland, California",30
"Courtyard by Marriott Philadelphia Airport","Nice hotel, close to Philadelphia Airport.","It does not offer free parking, as stated. They charge $8.00 a day. As stated, this is a nice hotel near the Philadelphia Airport. There is Very Limited food choices here though. There is no actual restaurant at this hotel and the closest restaurant is...","August 12, 2015",2,1,"Lynn L","Norfolk, Virginia",40
"Courtyard by Marriott Philadelphia Airport","Amazing Service!","I stayed her while on a business trip and the service was amazing from arrival to departure and the service in the restaurant was also perfect! I can't say enough about the staff at this location...  Kathleen at the front desk could not of been...","August 11, 2015",489,153,CTCouple310,"Oxford, Connecticut",50
"Courtyard by Marriott Philadelphia Airport","Don't stay here! Bugs!!!!","Ugh I stayed here twice both times I returned home itching. The first time I didn't bother complaining because I wasn't sure what it was but this time I am disgusted huge red marks on my arm don't even know what type of bug it...","August 9, 2015",1,2,Blakewaldon,,20
"Courtyard by Marriott Philadelphia Airport","Bed Bugs Beware!","I would give this hotel a lesser rating if possible!

We stayed one night from August 3rd-4th. During the night of August 3rd-4th I woke up itchy several times. I felt like things were crawling on me but since my husband who was sleeping next...","August 5, 2015",1,3,"Mei-Ye J","Washington DC, District of Columbia",10
"Courtyard by Marriott Philadelphia Airport","Don't stay here","I stayed here for 3 days and each day seems to get worse. The first desk was rude and not helpful at all. I love waking up to the front desk calling me, haven't you heard of time change? Then I get waken up to...","August 1, 2015",102,29,independent1_noa,"San Bernardino, California",10
"Courtyard by Marriott Philadelphia Airport","Great location great price","This hotel is perfectly located by the Naval Yard easy to get to interstate and the rooms are fabolous!!!  The bedroom is spacious and very clean. Nice TV clean big bathroom, washer and dryers on site and inexpensive and desk area is well equipped ....","July 26, 2015",32,13,"Richard O","Slidell, Louisiana",50
"Courtyard by Marriott Philadelphia Airport","Excellent Hotel","This is a clean, updated hotel very close to the Philadelphia airport.  The room was extremely comfortable and quiet, and the hotel staff were pleasant and helpful.  The shuttle service was on time, and the driver was very courteous.  Other than the little bistro in...","July 26, 2015",16,4,SouthernYankee1997,"Asheville, North Carolina",50
"Courtyard by Marriott Philadelphia Airport","Old and expensive","Booked this hotel as Marriotts are supposed to be high standard.  Well, this Marriott is old, the staff was not so friendly.  The parking structure is old and seems to be falling apart, yet you have to pay for parking.  Next time, will stay at...","July 24, 2015",14,3,"Leo F",,30
"Courtyard by Marriott Philadelphia Airport","Clean with very good rooms, excellent price","Great location at the Philadelphia airport. Safe and secure parking. Always clean rooms. Excellent restaurant and bar on first floor. Staff is friendly and helpful. Makes business travel more enjoyable.","July 8, 2015",635,263,MarkO95,"Ship Bottom, New Jersey",40
"Courtyard by Marriott Philadelphia Airport","Basic Courtyard","Nothing special about this location but it fits it's purpose.  Arrived quite late (flight delays) and requested a pickup.  Driver arrived within 10 minutes and was very personable.  Front desk person was very helpful and pleasant. Room was clean and a typical room.
Only issue...","July 6, 2015",8,2,mrsctolsen,"Spring, Texas",30
"Courtyard by Marriott Philadelphia Airport","Charming, historic hotel","This hotel surprised our whole family. Very nice location within the historic district, well maintained rooms and facilities (it has recently been renovated apparently). 2 minute walk to the Reading Terminal for some great Philly food selections. And about ten minute walk to the Liberty...","July 4, 2015",20,7,gabino2624,"Jakarta, Indonesia",40
"Courtyard by Marriott Philadelphia Airport","Convenient and helpful","Stayed here do we could get to the airport on time. Easy to get to. Free shuttle. Clean rooms and quiet. Will stay here whenever need to take an early flight. There was an in house restaurant that was good.","June 29, 2015",55,11,MaryAnneCullen,"Lancaster, Pennsylvania",40
"Courtyard by Marriott Philadelphia Airport","Love this spot","When in town on business I'll stay here from now on, 2 miles from the airport.

They have a bar so you can get a beer after work and all the rooms have balconies which is a huge plus to me.

Nice place with friendly...","June 26, 2015",116,31,804mini,"Richmond, Virginia",50
"Courtyard by Marriott Philadelphia Airport","Nice for quick overnight stay","I arrived late into Philadelphia and this was the perfect spot. Good friendly staff at checkin. Everything worked properly in the room. Full of what you would expect - business travelers and those arriving (flight crews) and leaving the airport.","June 25, 2015",611,187,ontheroadagn7,ontheroadagn7,50
"Courtyard by Marriott Philadelphia Airport","High recommendation for a stay","What a great location to stay and walk to the airport.  I was able to drop my rental car off and the hotel picked me up rental agency.  When I had called a different airport hotel they said I needed to shuttle from the rental...","June 23, 2015",152,44,buktrvlr,ohio,40
"Courtyard by Marriott Philadelphia Airport","Overnight at the Courtyard Marriott at the Philadelphia Airport","My friend and I were returning from a 5-week vacation in Italy. Before continuing home via Amtrak, we opted to stay overnight at the Courtyard Airport Marriott to recover a bit from jetlag.. We were greeted warmly at the desk by Heather who, upon learning...","June 18, 2015",87,38,"Ellynne Brice D","Leonardtown, Maryland, United States",50
"Courtyard by Marriott Philadelphia Airport","Just Average","As we know (except for the folks that work at this hotel) success is in the details.  

For the most part, the property is decent and clean.  Overall pricing is a bit expensive for what you get. There are no value-added bonuses or perks here....","May 19, 2015",24,12,"Ryan P","Houston, Texas",30
"Courtyard by Marriott Philadelphia Airport","Close, Comfortable, and Quiet","We took advantage of mobile check in and it went well. Our keys were waiting for us when we arrived at the hotel. Our room was clean, adequate and quiet, all the things we look for for a short nights sleep and an early morning...","May 18, 2015",443,156,"Shayne U","Grand Rapids, Michigan, United States",40
"Courtyard by Marriott Philadelphia Airport","Not up to the usual Marriott Standards.","We stay with Courtyard often, as we travel Internationally and always like to spend the evening prior close to the Airport. 
We are Marriott reward members and have always been loyal to Marriott for a couple reasons, but after this stay I don't know if...","May 14, 2015",102,203,cruisinkim,Delaware,30
"Courtyard by Marriott Philadelphia Airport","Great visit","Recently stayed for a three day business meeting. The staff was friendly and helpful and the rooms were very well maintained and clean. If you are unable to leave thee hotel because of meetings or a quick layover in the airport, the food is good...","May 9, 2015",15,9,"Amy I",,50
"Courtyard by Marriott Philadelphia Airport","Comfortable and quiet - superb front desk staff - love the Bistro","For a hotel so near the airport, it is very quiet.  The front desk staff is so friendly and attentive.  We were given a ""goodie"" bag that had two bottles of water and Herr potato chips.  This was our last night in Philadelphia before we...","May 8, 2015",988,452,Brown_Samantha,Washington,40
"Courtyard by Marriott Philadelphia Airport","AC Didn't Work, Superb Staff","Stayed here for one night on a quick trip to Philly. We checked in around 5 pm with Heather (I think...) who was absolutely wonderful. We got a room on the top floor and received some food and water for the Platinum arrival gift. When...","May 7, 2015",150,44,adscram14,"Charlotte, North Carolina",30
"Courtyard by Marriott Philadelphia Airport","Comfortable Stay","Staff was friendly and the hotel is clean and comfortable.  They offer a free shuttle from the airport, but it can take a while so watch your timing.  The shuttle driver was exceptionally nice even offering us bottles of water.  No complaints about the hotel,...","May 2, 2015",202,44,benny3345,"Washington DC, District of Columbia",40
"Courtyard by Marriott Philadelphia Airport","Nice for a quick stay!","I had a king bed room. The room was kind of small but clean which matters more to me. The view was of the highway which was nice at night. The only thing i didn't like was that the room did not have a microwave...","April 20, 2015",44,19,MsShan89,"Hamilton, New Jersey",40
"Courtyard by Marriott Philadelphia Airport","Friendly staff","As a typical upscale airport hotel, this Marriott is clean and comfortable. The staff were welcoming and consistently helpful. This hotel is pricey though -- Philadelphia's usury taxes don't help! The restaurant is pleasant, but service is a bit slow. Overall, it rates well.","April 18, 2015",361,76,DRWMETMAN,"Kansas City, Kansas, USA",40
"Courtyard by Marriott Philadelphia Airport","Nice Hotel but don't park and fly","Waited over 30 minutes after our flight for a van and then was told that he looped threw several times but that was just not true. Disappointed in this service. Love Marriott but will not stay at this location again. Just a waste of time....","April 7, 2015",14,8,Andilystad,,40
"Courtyard by Marriott Philadelphia Airport","Nice place","I stayed here on a Saturday night in springtime. When I arrived, there were throngs of people in the lobby. I asked for a quiet room, but didn't think I would be successful. The very friendly receptionist said she would give me a corner room...","March 30, 2015",25,13,Julia_32WashingtonDC,"Washington DC",50
"Courtyard by Marriott Philadelphia Airport","Nice hotel, but pay for parking?","Stayed here on business last week. Nice front desk staff. Clean facility near airport with good sized rooms. A bit on the pricey side for a Courtyard. My room was surprisingly quiet for being near the airport. Limited restaurant choices in the area. Hotel charges...","March 25, 2015",104,34,"Jim G","Arlington Heights, Illinois",40
"Courtyard by Marriott Philadelphia Airport","Typical Courtyard Marriott","Modern clean hotel near the airport. The staff was nice. They gave us a slightly early check-in and allowed a slightly late check out despite the day being a ""challenging weather"" day at PHL Airport. There are no restaurant facilities within walking distance although there...","March 21, 2015",59,51,JerryA320,"Cedar Rapids, Iowa",30
"Courtyard by Marriott Philadelphia Airport","Reasonable hotel near the airport","I stayed at this hotel as a last minute decision, due to snow arriving the next morning and an extremely early morning flight. The hotel was just like your typical Courtyard Marriott. It actually looked exactly like the one that I had stayed at the...","March 21, 2015",54,29,"Micki L","Philadelphia, Pennsylvania",30
"Courtyard by Marriott Philadelphia Airport","Great service!","I booked a last minute room at the airport prior to a flight out of PHL and had a great experience. We arrived after midnight and were able to secure a late check out for the following day. After seeing the parking sign I inquired...","March 16, 2015",332,83,StacyInDC2012,"Alexandria, Virginia",40
"Courtyard by Marriott Philadelphia Airport","Great rooms & pool!!","The hotel was very convenient to the airport but not noisy. The free shuttle was very handy.
However, it states it has a restaurant but that is stretching it! They do offer sandwiches in the evening. There is a Ruby Tuesday within walking distance &...","March 4, 2015",18,5,travler32014,"Palm Coast, Florida",50
"Courtyard by Marriott Philadelphia Airport","Great Business Hotel","Excellent place for a business traveler.  Clean and comfortable rooms, free Internet & breakfast, very practical use of space. .  Hotel has a  pool, but I would be reluctant to swim - smells too ""chlorine"". It is a bit expensive.","March 1, 2015",230,113,niksk001,"Philadelphia, PA",40
"Courtyard by Marriott Philadelphia Airport","A nice port in the storm!","I know that many reviews have dissed this property but we found it to be excellent.  Our flight was cancelled and as a Marriott guy, we booked into the Courtyard.  Shuttle was quick to arrive, driver helped with luggage, reception was fine and our room...","February 27, 2015",84,40,"John W","Fairport, New York",50
"Courtyard by Marriott Philadelphia Airport","A Stain On The Marriott Name","Spent one night here in order to catch an early flight. There was no doorman and I had to hump 4 bags into the lobby and our room. The hotel was fully booked. Reception was a 30 second affair and I was dismissed. The room...","February 23, 2015",249,113,bankruptcy,"Millville, DE",20
"Courtyard by Marriott Philadelphia Airport","Poor Service","I love trip advisor because I travel and spend alot of time in hotels and use it alot to write reviews about hotels with great service and rooms, not this time. Beware if you are having to use the shuttle from the hotel, arrived in...","February 22, 2015",27,28,Happy2133,"Spring, Texas",10
"Courtyard by Marriott Philadelphia Airport","Outstanding service!!!","Sorry, Philadelphia, you aren't my favorite city to visit but this trip may just have made a dent in my view.  I've stayed at ALL the hotels near PHL (including the more ""luxurious"" accommodations) and the staff at the Courtyard--in particular, Cheryl at the front...","February 16, 2015",3,0,Metooine,Pennsylvania,50
"Courtyard by Marriott Philadelphia Airport","Rating we are giving is poor based on experience but Marriot made it right afterwards","We were due to fly out early from PHL with two small kids and wanted to be close to the airport. I was nervous after reading the online reviews, but we like to stay with Marriot and found a cheaper price on one of the...","February 10, 2015",120,46,TheMDHarrisFamily,,20
"Courtyard by Marriott Philadelphia Airport","One of the best friendly hotel","if you want to feel like you're at home stay at the courtyard Marriott in Philadelphia airport you'll love it The people at the hotel are very friendly they're very courteous and they'll do in the end everything to make your stay very comfortable if...","February 9, 2015",4,0,"Freddie J","Columbus, Ohio",50
"Courtyard by Marriott Philadelphia Airport","Excellent bed","I got stuck in Philly because of weather conditions and needed a place to stay overnight so I chose the Courtyard close to the airport. I made the right choice because I needed a bed to crash as I have the flu. I took the...","February 2, 2015",12,6,"Alfonso S",,40
"Courtyard by Marriott Philadelphia Airport","Very friendly staff","From the moment we arrived the staff was friendly and helpful. We were on a family vacation and the pool was actually warm enough for all of us to go in which is unusual for me as I often find hotel pools too cold. It...","January 28, 2015",41,20,"Fiona L","Huntington, New York",40
"Courtyard by Marriott Philadelphia Airport","Service is fabulous!!","I travel to Philly at least once a month so I am very familiar with the Marriott located in the airport.  First of all, as a business traveler, the idea of walking from your gate to your bed is more than convenient.  But what I...","January 26, 2015",2,5,"Laura F",,40
"Courtyard by Marriott Philadelphia Airport","Great clean and affordable hotel with excellent location","We stayed at this hotel for one night for an early morning flight the next day.  We arrived late, probably around 10pm, and the front desk clerk was very friendly and helpful.  We asked her how to get to Winner Parking the next morning and...","January 24, 2015",37,35,"Tammy T","Pottstown, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","thanks for helping me break in","Thank you to two very helpful security guards, Kevin and Frank who helped me get into my room around 1am after locking myself out of the patio door and front door. Stupid mistake on my part but they were very helpful and very encouraging. Thank...","January 20, 2015",1,0,"Nikki F",,40
"Courtyard by Marriott Philadelphia Airport","Family trip over the Holidays","We were very happy with this hotel. Close to both downtown and to relatives in suburban Delaware Couny.  Pullout sofa was only a twin bed and very uncomfortable for my college age son. We choose The Courtyard because there was a door and not just...","January 3, 2015",23,3,"Linda N","Chicago, Illinois, United States",50
"Courtyard by Marriott Philadelphia Airport","AMANZING SERVICE","I really loved this place. I was greeted by I think his name is Bashier at the front desk.. it had been a long day and a long drive. Bashier was super friendly and very pleasant. He took care of me right away with that...","December 22, 2014",1,0,"Dean W",Texas,50
"Courtyard by Marriott Philadelphia Airport","Pleasant Stay","Stayed here on an overnight trip to the area.  I would have liked to stay closer to downtown but this is only about a 15 - 20 minute ride into more central Philadelphia and more convenient to 95.  Uber sends a towncar ($45 one way)...","December 19, 2014",289,53,grapeeape,"Vienna, Virginia",40
"Courtyard by Marriott Philadelphia Airport","Lovely stay, great staff interaction.","We used the Marriott for the park and fly package they offer.  We only stayed a single night, but the car was there for our entire 10 day trip.

I found the staff at the hotel to be extremely friendly, from the desk staff to...","December 2, 2014",59,76,Hussyband,"Philadelphia, PA (suburbs)",40
"Courtyard by Marriott Philadelphia Airport","Convenient but dreary","Would only recommend if needing to stay near airport for the free shuttle service. Very dreary hotel- but staff was eager to welcome & assist upon arrival.Nice they have an arrival and departure board & easy access to computers and boarding pass printers. Small area...","November 23, 2014",82,23,CatherineB5,"Maple Grove, Minnesota",30
"Courtyard by Marriott Philadelphia Airport","Great hotel for the price","We found this hotel because we were looking for something cheap near the city. This particular Marriott is considered a category 4 so if you have any free points this is a good spot. The airport is very close and there is a free shuttle...","November 16, 2014",638,143,"Kevin P","Vienna, Virginia",40
"Courtyard by Marriott Philadelphia Airport","Great night of catch up at the end of a business trip!","This hotel was exactly what I needed at the end of a business trip.  I was visiting Philly from California and a friend who lives a couple hours away was able to meet me for a night/day to catch up before I headed out.  By...","November 9, 2014",13,4,midpengirl,"Bay Area, California",50
"Courtyard by Marriott Philadelphia Airport","Poor Customer Service From Hotel Manager And Dirty Room","The Manager At The Marriot Courtyard Was Very Rude And Unprofessional With Poor Customer Service Skills On Arrival The Tub In My Suite Was Dirty And When I Pulled Out The Pullout Couch There Was A Dirty Rag Inside Because I Had Such A Bad...","November 3, 2014",1,0,"Kahlila M",,20
"Courtyard by Marriott Philadelphia Airport","Old and tired","Time for a refurb at this Hotel.  Carpet, furniture is very dated, along with the furnishings in the room.  The Hotel wasn't dirty, but it wasn't clean either.  I will stay elsewhere next time I'm in Philly.  Just a few HD channels on the dated...","October 31, 2014",20,19,Slikstr,Canada,20
"Courtyard by Marriott Philadelphia Airport","Best ever","The Courtyard by Marriott at the Philadelphia airport was beyond our expections. The airport shuttle was clean and the driver was very friendly. The front desk staff was exceptional. The close proximity to the train downtown worked beautifully. The hotel shuttle will take you and...","October 26, 2014",39,11,Julie505_13,"Henderson, Nevada",50
"Courtyard by Marriott Philadelphia Airport","Clean and Consistent.  Friendly Staff.","Have stayed several times this year.  The experience is always consistent.  Friendly staff, extremely spotless property.  Checkin is always easy.  Rooms are done in the newest Courtyard style with gray and gold undertones.  Much less busy than the red (burgundy) gold wallpaper that was the...","October 22, 2014",59,127,aerobik1,"Philadelphia, PA",40
"Courtyard by Marriott Philadelphia Airport","Again and again!","Whenever I fly out of Philadelphia I stay at this Courtyard the night before. I love it! They always remember I am a regular and there is a reliable airport shuttle. The rooms are beautifully kept and furnished, well appointed, and very comfortable. They even...","October 21, 2014",32,15,theodoc,"Miami, Florida",40
"Courtyard by Marriott Philadelphia Airport","Convenient Rest Stop","Adjacent to the Philadelphia airport, this hotel is an excellent place to stay after arriving in the evening.  It has all the normal conveniences, is quiet, and is geared to help plane travelers coming and going.  Its prices are reasonable.  It is also located directly...","October 20, 2014",145,57,therman1936,"Ashland, Oregon",40
"Courtyard by Marriott Philadelphia Airport",Excelent,"From check-in to room service was excellent service, the lobby is nice, the courtyard is beautiful we sat there at night it was really refreshing, the pool was very clean and good taking care of, the hallways were nice and clean, the rooms were spacious...","October 20, 2014",49,16,"Martin F","Brooklyn, New York",50
"Courtyard by Marriott Philadelphia Airport","PLEASANT AND CONVENIENT","Our initial blush was not too great but that may have been from our travels.  Initially assigned a room at the furthest part of the building.  Not a good thing for a 76 year old and baggage.  Victoria moved us to a room closer to...","October 20, 2014",239,60,B0bAZ,"Tucson, Arizona",40
"Courtyard by Marriott Philadelphia Airport","friendly staff - no amenities","We chose to stay out by the airport for our weekend trip to Philly because it was much less expensive than staying in town.  Parking is free for now - but will be $8.00 a day starting in 2015.  The employee who checked us in...","October 15, 2014",49,21,"Vanessa G",,30
"Courtyard by Marriott Philadelphia Airport","Value and Convenience","I chose this hotel because of the rate, free parking, and convenience to the city center.  The hotel was clean and room was quiet.  Parking was plentiful and safe.  The location was about 15 minutes from city center and that was fine with me.  I...","September 25, 2014",72,52,The_Sal_Paradise,"Brookville, Pennsylvania",40
"Courtyard by Marriott Philadelphia Airport","Clean, nice staff, bistro is pricehy","I spent two nights here for business, and when my meetings were extended, decided to go next door to the Hampton Inn.  (which I liked better)

This hotel is convenient, but 3 cab drivers/dispatchers confused it with nearby Marriott locations, one of which made my...","September 22, 2014",247,95,Lola1958,"Lancaster, Pennsylvania",30
"Courtyard by Marriott Philadelphia Airport","SO disappointing","I stayed here for two nights as I was moving my son into his third of college in the Philly area. I have been staying at Courtyards recently and they are so consistent, I thought I would give this one a try. Huge mistake. 

I...","September 16, 2014",72,56,cezek,"Birmingham, Alabama",20
"Courtyard by Marriott Philadelphia Airport","Traveller's oasis for jaded road warrior","Its now a few times, first when stranded by missed connection, more recently to catch an early flight.
Airport hotels are generally, purely transaction based, 
give your card and don't bother me.
Food is typically mainstream average and
 you are looked at as a number...","September 12, 2014",103,32,PETER1290,"Toronto, Canada",40
"Courtyard by Marriott Philadelphia Airport","Great Stay, small annoyances","My sister and I stayed here one night for the Women of Faith Conference in Philadelphia at the Wells Fargo Center. The location was ideal. We were able to jump on and off I-95 on Friday and Saturday with ease. The proximity of Ruby Tuesday's...","September 9, 2014",116,72,artsygirl,"Kemblesville, Pennsylvania",40
"Courtyard by Marriott Philadelphia Airport","One of the best airport hotels we've ever stayed in, but...","Courtyard Phila Airport is super clean and well maintained.  We left our car there for a week while traveling (extra charge, around $10 per night) with a free shuttle to and from the airport.  Very good breakfast.  Helpful, friendly staff.  The only negative, we ordered...","September 6, 2014",80,80,akory99,PA,40
"Courtyard by Marriott Philadelphia Airport","Nice and convenient to airport","This hotel is nice an typical of what you can expect from any Courtyard Marriott. Staff is welcoming. They have a nice bistro if you need breakfast or dinner. Rooms are nice. It is a good place to stay if you have an early flight...","September 5, 2014",360,170,"Ryan R","Kaysville, Utah",40
"Courtyard by Marriott Philadelphia Airport","Nice Hotel and Great Service!","My husband and I came to Philadelphia to attend his cousin's funeral. We decided to stay for 2 days and I was pretty impressed with this hotel. The room was clean and the staff was friendly. The location was great because I surprised my husband...","September 3, 2014",1,1,Raquel_1128,,40
"Courtyard by Marriott Philadelphia Airport","Chief Engineer","DON was great! I stopped him in the hallway with a question and he was very knowledgable, he even helped us with our bags. This is the kind of service that makes me want to be a repeat guest here. This hotel
Awesome......…......................","September 2, 2014",22,7,"chris b","New Castle, Delaware",50
"Courtyard by Marriott Philadelphia Airport","A quick visit to Philadelphia","We planned a quick visit to Philly to visit my sister. The hotel was easy to get to (on/off 95). The room was very nice as was the pool. My grandkids thought the food at the Bistro was terrific and the entire staff could not...","September 2, 2014",5,2,jeanne509170,"Richmond, Virginia",50
"Courtyard by Marriott Philadelphia Airport","Great convenience","I stayed here for two nights, the hotel is ideally located for the airport and only 15 mins from Downtown. The room was good, excellent and free Wifi, small bar area in the foyer, this is where breakfast and snacks are served. Slight downside hence...","September 1, 2014",28,13,RWC2003,,30
"Courtyard by Marriott Philadelphia Airport","Best Housekeeper","We returned to our room to find an elephant made of towels and my children loved it so much that they sought out the housekeeper that cleaned the room. She had left a note in the room so the kids went and found her to...","August 30, 2014",1,2,"Katrina A","Philadelphia, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","A couple of days at Philadelphia","I'm an obsess when booking my hotel, and spend way too much time and energy doing so.
This was a 2 night business trip to Philadelphia and my work was going to be at the airport so I decided to stay near by.  This was...","August 24, 2014",38,28,"sherry j","ft worth",40
"Courtyard by Marriott Philadelphia Airport","Good Hotel, dodgy shuttle bus!","Used this Hotel as a bit of a transit one on our Holiday. Did two nights but not together! Nice to have Gym and  Pool, rooms clean and functional, staff friendly. However shuttle bus took an age to collect us from airport (half an hour...","August 23, 2014",18,3,"Wendy B",,40
"Courtyard by Marriott Philadelphia Airport","Best staff","I had to come here for corporate training. The hotel was super clean and modern. Ed, the chef who prepared our lunches for each of the four days couldn't be more friendlier or helpful. The staff made this a great experience. Thank you!!","August 22, 2014",2,1,Jen81076,,50
"Courtyard by Marriott Philadelphia Airport","Just what we needed and more","Returned from vacation in NC; needed to drop son and daughter-in-law off for their flight back to San Francisco before we continued home to NY.  Made the reservation for five adults in one two-queen room, assuming our other son would sleep on the floor.  When...","August 10, 2014",70,35,"Gary K","Oneonta, New York",50
"Courtyard by Marriott Philadelphia Airport","Location is key","This is a standard, predictable Courtyard. Front desk staff helpful and friendly. Stayed here after a day / evening of meetings and commitments, in order to be close to the airport for an early flight. Proximity to airport is probably the chief reason to stay...","August 8, 2014",193,84,TXRoadWarrior,"Princeton, New Jersey",30
"Courtyard by Marriott Philadelphia Airport","Lack of empathy","My family had a 14 hour layover in Philadelphia on our way home from vacation.  There were nine adults.  Reserved two rooms that the hotel advertises as sleeping five adults.  Got to the hotel to check in and found out that our rooms each had...","August 7, 2014",78,36,porterkids,"Monroe, CT",20
"Courtyard by Marriott Philadelphia Airport","When the Airline Fails You the Marriott Comes Through","I was on my way home from NYC to Toronto when I found myself stranded in Philadelphia.  Late flights, weather and a terrible airline resulted in me having to overnight in Philadelphia.  The only good news was that the hotel attached to the airport is...","August 5, 2014",259,144,"Douglas B","Cambridge, Canada",50
"Courtyard by Marriott Philadelphia Airport","Great location for early morning flight","Stayed here and liked the appearance and cleanliness of hotel, professionalism and friendliness of staff.  We had dinner at cafe and it suited our needs.  Appreciated the shuttle ride to the airport and particularly the friendly customer service from the driver.
Would recommend to those...","August 4, 2014",42,12,coloradotripper,Colorado,40
"Courtyard by Marriott Philadelphia Airport","Nice, clean hotel","Stayed at this hotel with my husband.  The room was clean, the staff was friendly and my experience was good. The location was excellent. My only disappointment was that you had to pay for breakfast and the price of the room was above average.","July 30, 2014",45,20,"Neida H","New York",30
"Courtyard by Marriott Philadelphia Airport","Exceptional Staff and Hotel","I have stayed at this hotel multiple times. My most recent visit was after a Phillies game in mid-June. Breakfast at the Bistro, (the cafe in the hotel) = good. They serve coffee there as well.  A Ruby Tuesday's is also within walking distance from...","July 29, 2014",2,1,LandisM14,"Philadelphia, Pennsylvania",50
"Courtyard by Marriott Philadelphia Airport","Worked for Us","Rooms, while not large, are well appointed with a sink outside of the bathroom and a nice sofa.  We had two rooms for our family.  Our A/C worked fine, but our daughter's room did not.  She had to move twice to get a room with...","July 29, 2014",243,130,Calhu,"South Windsor, Connecticut",40
"Courtyard by Marriott Philadelphia Airport","great staff","courtyard very close to airport. wish there was more resturants in the area. the staff is great . extremely friendly and very helpful. food from bistro was good but a little overpriced . and again the staff went out of there way to be friendly...","July 27, 2014",1,0,jonnyjon43,"Newhall, California",50
"Courtyard by Marriott Philadelphia Airport","Bistro from hell!!","This is by far not a place that anyone should stay if they are in Philadelphia! The place is not fit for an hyena fresh out of the wildest part of Africa! The first time I stayed here there was no white wine! On 06/30...","July 24, 2014",1,1,"Mary B",,10
"Courtyard by Marriott Philadelphia Airport","No response from manager","We booked two rooms for a large family.  We called before we arrived, and asked if we could have adjoining rooms. We were told none were available.  We asked again at checkin. Nope.  We checked in around 8 pm.  At 8:40 pm, the family staying...","July 23, 2014",80,89,"David B","Potomac, Maryland",20
"Courtyard by Marriott Philadelphia Airport","Bad stay","Bad service at the bistro and bugs everywhere. They were even in my food. They try and rush you out the employees had no character. Much better about two months ago. I really don't like the service here. And that manager needs training I think,...","July 23, 2014",3,2,"RENALDO M","Philadelphia, Pennsylvania",10
"Courtyard by Marriott Philadelphia Airport","Okay, so it's not the Ritz","I knew when I booked this hotel that it should be nice enough for a couple of nights.  It was convenient because my flight came in late on a Saturday from Las Vegas where I live.  As Las Vegas is home to some of the...","July 22, 2014",29,20,"Michael B","Las Vegas, Nevada",50
"Courtyard by Marriott Philadelphia Airport","Good stay","Just stayed here over night because of a delayed flight. Very clean. Very comfortable bed. The continental breakfast was just what I needed to wake up. The receptionist at check, Jennifer, was awesome. She helped me out and could see I was exhausted from travel....","July 16, 2014",89,32,"Theresa G","Myrtle Beach, South Carolina",50
