brand,features,model,number,url,year
BMW,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja manualna,MP3,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła do jazdy dziennej,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Elektryczne szyby tylne,Isofix,Komputer pokładowy,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Klimatyzacja dwustrefowa,Kurtyny powietrzne,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Wielofunkcyjna kierownica",X1,607464728,https://www.otomoto.pl/oferta/bmw-x1-bmw-x1-2-0-diesel-177-koni-panorama-navi-maly-przebieg-sliczna-ID6CJNsU.html,2010
Volkswagen,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła do jazdy dziennej,Światła Xenonowe,Tempomat aktywny,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Światła LED,Tapicerka skórzana,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja czterostrefowa,Kurtyny powietrzne,Podgrzewana przednia szyba,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Szyberdach,Światła przeciwmgielne,Tempomat",Touran,602153060,https://www.otomoto.pl/oferta/volkswagen-touran-highline-panorama-full-led-navi-alcantara-p-chrom-jak-nowy-ID6CzeTh.html,2016
Honda,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła LED,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Czujnik deszczu,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Isofix,Klimatyzacja czterostrefowa,MP3,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Szyberdach,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewana przednia szyba,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka skórzana,Zmieniarka CD",Odyssey,509359789,https://www.otomoto.pl/oferta/honda-odyssey-touring-elite-silnik-z-vcm-8-osob-dvd-skory-ID6D23Ai.html,2013
Dodge,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Światła LED,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Nawigacja GPS,Poduszki boczne przednie,Światła przeciwmgielne,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Isofix,Komputer pokładowy,Ogrzewanie postojowe,Przyciemniane szyby,Tapicerka welurowa",Challenger,668154867,https://www.otomoto.pl/oferta/dodge-challenger-dodge-challenger-5-7-hemi-2015-v8-400-km-ID6Cy2Xb.html,2015
Hyundai,"Poduszka powietrzna kierowcy,Czujnik zmierzchu,Elektryczne szyby tylne,Klimatyzacja manualna,Gniazdo AUX,System Start-Stop,ASR (kontrola trakcji),Wielofunkcyjna kierownica,ABS,Elektrycznie ustawiane lusterka,ESP (stabilizacja toru jazdy),Isofix,Gniazdo USB,Tempomat,Asystent pasa ruchu,Centralny zamek,Elektryczne szyby przednie,Immobilizer,Komputer pokładowy,Radio fabryczne,Wspomaganie kierownicy,Bluetooth",I30,717283567,https://www.otomoto.pl/oferta/hyundai-i30-1-4-100km-kombi-classic-plus-2019r-krajowy-i-wl-gwar-fv23-ID6D3BRT.html,2019
Renault,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Bluetooth,Czujniki parkowania tylne,Gniazdo AUX,Klimatyzacja automatyczna,Nawigacja GPS,System Start-Stop,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Czujnik deszczu,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja dwustrefowa,Ogranicznik prędkości,Światła do jazdy dziennej,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik zmierzchu,ESP (stabilizacja toru jazdy),Isofix,MP3,Podgrzewane lusterka boczne,Światła LED",Captur,507188568,https://www.otomoto.pl/oferta/renault-captur-1-3-tce-automat-edc-150km-salon-polska-fv23-ID6D9cpY.html,2019
Ford,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Asystent parkowania,Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewana przednia szyba,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alufelgi,Bluetooth,Czujniki parkowania przednie,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Relingi dachowe,Światła LED,Wielofunkcyjna kierownica",Focus,606305718,https://www.otomoto.pl/oferta/ford-focus-zarejestrowany-w-plst-line20000km125kmserwisgwarancjaz-niemiec-ID6D9kf9.html,2018
Chevrolet,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Nawigacja GPS,Podgrzewane przednie siedzenia,Światła przeciwmgielne,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Dach panoramiczny,Elektrycznie ustawiane fotele,Gniazdo USB,Klimatyzacja automatyczna,Łopatki zmiany biegów,Podgrzewana przednia szyba,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,ESP (stabilizacja toru jazdy),HUD (wyświetlacz przezierny),Klimatyzacja dwustrefowa,MP3,Podgrzewane lusterka boczne,Światła LED,Tapicerka skórzana",Corvette,509850663,https://www.otomoto.pl/oferta/chevrolet-corvette-c7-z06-jedyny-taki-stan-idealny-ID6C1mgf.html,2016
Honda,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Klimatyzacja czterostrefowa,Odtwarzacz DVD,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła do jazdy dziennej,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Elektryczne szyby tylne,Isofix,Komputer pokładowy,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Relingi dachowe,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Elektrycznie ustawiane fotele,Kamera cofania,Kurtyny powietrzne,Podgrzewana przednia szyba,Poduszki boczne przednie,Szyberdach,Tapicerka skórzana,Zmieniarka CD",Odyssey,509359789,https://www.otomoto.pl/oferta/honda-odyssey-max-wyp-8-osob-vcm-3-4-6-cylindry-dvd-skory-fra-vat-23-ID6CJiZw.html,2008
Opel,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Gniazdo SD,Łopatki zmiany biegów,Podgrzewane lusterka boczne,Światła do jazdy dziennej,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Klimatyzacja manualna,Odtwarzacz DVD,Poduszki boczne przednie,Światła przeciwmgielne,Centralny zamek,Immobilizer,Radio fabryczne,Elektryczne szyby tylne,Komputer pokładowy,Podgrzewana przednia szyba,Poduszki boczne tylne,Tapicerka welurowa",Astra,501205275,https://www.otomoto.pl/oferta/opel-astra-w-kraju-od-2016-tech-sprawny-14-benzyna-hatchback-ID6D8TU4.html,2007
Acura,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),HUD (wyświetlacz przezierny),Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewana przednia szyba,Podgrzewane tylne siedzenia,Przyciemniane szyby,Światła LED,Tempomat,Zmieniarka CD,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane lusterka boczne,Poduszka powietrzna chroniąca kolana,Szyberdach,Światła przeciwmgielne,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Poduszki boczne przednie,Światła do jazdy dziennej,Tapicerka skórzana,Wielofunkcyjna kierownica",Inny,509359789,https://www.otomoto.pl/oferta/acura-acura-rlx-advance-wersja-p-aws-ID6Cw0zp.html,2015
Lexus,"ABS,Czujnik deszczu,Elektryczne szyby przednie,Komputer pokładowy,Podgrzewane przednie siedzenia,Światła przeciwmgielne,Wspomaganie kierownicy,Elektrochromatyczne lusterka boczne,Kamera cofania,ESP (stabilizacja toru jazdy),Poduszka powietrzna pasażera,Elektrycznie ustawiane fotele,Radio fabryczne,Klimatyzacja automatyczna,Alarm,Centralny zamek,Elektryczne szyby tylne,ASR (kontrola trakcji),Przyciemniane szyby,Tempomat,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Podgrzewane lusterka boczne,Poduszki boczne tylne,Poduszka powietrzna kierowcy,Łopatki zmiany biegów,CD,Klimatyzacja dwustrefowa,Alufelgi,Elektrycznie ustawiane lusterka,Immobilizer,Nawigacja GPS,Czujniki parkowania tylne,Wielofunkcyjna kierownica,Bluetooth,Gniazdo AUX,Regulowane zawieszenie,Kurtyny powietrzne,Czujniki parkowania przednie,Światła do jazdy dziennej,MP3",GS,459052084,https://www.otomoto.pl/oferta/lexus-gs-gs-350-awd-317km-1wl-salonpl-serwis-aso-fv23-ID6D8H3x.html,2012
Citroën,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Komputer pokładowy,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Elektryczne szyby tylne,Kurtyny powietrzne,Centralny zamek,Immobilizer,Radio fabryczne,Klimatyzacja dwustrefowa,Tapicerka welurowa",C5,502757209,https://www.otomoto.pl/oferta/citroen-c5-2-0hdi-bez-dwumasy-klima-oryginal-2004-ID6D9kfb.html,2004
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania przednie,Elektryczne szyby tylne,Gniazdo AUX,Hak,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane lusterka boczne,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrycznie ustawiane fotele,Gniazdo SD,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane przednie siedzenia,Relingi dachowe,Światła LED,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica",A4 Allroad,609795484,https://www.otomoto.pl/oferta/audi-a4-allroad-2-0-tdi-stronic-190km-dealer-ID6D5ipr.html,2020
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Isofix,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Podgrzewane lusterka boczne,Poduszki boczne tylne,Relingi dachowe,Światła LED,Tempomat aktywny,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Przyciemniane szyby,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,Hak,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewana przednia szyba,Poduszki boczne przednie,Regulowane zawieszenie,Światła do jazdy dziennej,Tapicerka skórzana",Q8,609795484,https://www.otomoto.pl/oferta/audi-q8-3-0-tdi-tiptronic-286-km-dealer-ID6D1n9D.html,2020
Jeep,"Centralny zamek,Immobilizer,Radio fabryczne,Elektrycznie ustawiane fotele,Komputer pokładowy,Tapicerka skórzana,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Hak,Podgrzewane lusterka boczne,Tempomat,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Elektryczne szyby tylne,Klimatyzacja automatyczna,Relingi dachowe,Wielofunkcyjna kierownica",Grand Cherokee,794661857,https://www.otomoto.pl/oferta/jeep-grand-cherokee-jeep-grand-cherokee-zj-4-0-97-ID6D9kfp.html,1997
Škoda,"ABS,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Czujniki parkowania przednie,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Hak,Klimatyzacja czterostrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Relingi dachowe,Światła LED,Tapicerka skórzana,Tempomat aktywny,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Czujniki parkowania tylne,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Komputer pokładowy,MP3,Ogrzewanie postojowe,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,System Start-Stop,Światła przeciwmgielne,Tapicerka welurowa,Wielofunkcyjna kierownica,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo USB,Kamera cofania,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne przednie,Regulowane zawieszenie,Światła do jazdy dziennej,Światła Xenonowe,Tempomat",Kodiaq,695330666,https://www.otomoto.pl/oferta/skoda-kodiaq-cesja-najmu-ID6D8H4t.html,2019
Opel,,Meriva,575580743,https://www.otomoto.pl/oferta/opel-meriva-ID6D7Eep.html,2011
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Komputer pokładowy,Podgrzewane lusterka boczne,Poduszki boczne przednie,Relingi dachowe,Światła do jazdy dziennej,Światła Xenonowe,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent pasa ruchu,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Poduszki boczne tylne,System Start-Stop,Światła LED,Tempomat,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Klimatyzacja automatyczna,Nawigacja GPS,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Szyberdach,Światła przeciwmgielne,Wielofunkcyjna kierownica",A4,602153060,https://www.otomoto.pl/oferta/audi-a4-full-led-navi-head-up-licznik-lcd-panorama-p-chrom-jak-nowy-ID6CzeQO.html,2016
Audi,"ABS,Elektryczne szyby przednie,Radio fabryczne,Alufelgi,Czujnik deszczu,Klimatyzacja automatyczna,Podgrzewana przednia szyba,Światła LED,Czujniki parkowania tylne,Nawigacja GPS,CD,Immobilizer,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Klimatyzacja dwustrefowa,System Start-Stop,Światła przeciwmgielne,Gniazdo SD,Podgrzewane przednie siedzenia,Centralny zamek,Poduszka powietrzna kierowcy,Alarm,Bluetooth,Elektryczne szyby tylne,Komputer pokładowy,Światła do jazdy dziennej,Wielofunkcyjna kierownica,Isofix",A3,609795484,https://www.otomoto.pl/oferta/audi-a3-sportback-1-5-tfsi-s-tronic-150km-dealer-ID6D1fwA.html,2020
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania przednie,Gniazdo USB,Klimatyzacja dwustrefowa,Nawigacja GPS,Światła do jazdy dziennej,Tempomat,CD,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Gniazdo AUX,Isofix,Komputer pokładowy,Podgrzewane przednie siedzenia,Światła LED,Wielofunkcyjna kierownica,Centralny zamek,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Gniazdo SD,Klimatyzacja automatyczna,MP3,System Start-Stop,Światła przeciwmgielne",A3,609795484,https://www.otomoto.pl/oferta/audi-a3-sportback-1-5-tfsi-s-tronic-150km-dealer-ID6D1fUg.html,2020
BMW,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,System Start-Stop,Światła przeciwmgielne,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo AUX,Kamera cofania,Komputer pokładowy,Podgrzewane lusterka boczne,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrycznie ustawiane fotele,HUD (wyświetlacz przezierny),Klimatyzacja automatyczna,Kurtyny powietrzne,Podgrzewane przednie siedzenia,Światła LED,Tapicerka skórzana",Seria 6,695658627,https://www.otomoto.pl/oferta/bmw-seria-6-bmw-640i-cabrio-f12-ID6AJM65.html,2011
Citroën,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Komputer pokładowy,Ogranicznik prędkości,Światła przeciwmgielne,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Elektrochromatyczne lusterka boczne,Isofix,Kurtyny powietrzne,Poduszki boczne przednie,Tapicerka welurowa,Centralny zamek,Immobilizer,Radio fabryczne,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,Klimatyzacja manualna,MP3,Światła do jazdy dziennej,Tempomat",C4,691120640,https://www.otomoto.pl/oferta/citroen-c4-1-6-16v-120km-lift-2010r-5-drzwi-ladny-stan-szwajcaria-ID6D9k4O.html,2010
Mercedes-Benz,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Bluetooth,Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Nawigacja GPS,Podgrzewane lusterka boczne,Poduszki boczne tylne,Światła LED,Tempomat aktywny,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik deszczu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Odtwarzacz DVD,Poduszka powietrzna chroniąca kolana,System Start-Stop,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Asystent pasa ruchu,Czujnik martwego pola,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,MP3,Ogranicznik prędkości,Poduszki boczne przednie,Światła do jazdy dziennej,Światła Xenonowe",CLA,884910400,https://www.otomoto.pl/oferta/mercedes-benz-cla-mercedes-cla-200d-4matic-amg-idealny-shooting-brake-ID6CVNRH.html,2016
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,Kurtyny powietrzne,Odtwarzacz DVD,Podgrzewane przednie siedzenia,Poduszki boczne tylne,Światła do jazdy dziennej,Światła Xenonowe,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Klimatyzacja dwustrefowa,Łopatki zmiany biegów,Ogranicznik prędkości,Poduszka powietrzna chroniąca kolana,Przyciemniane szyby,Światła LED,Tapicerka skórzana,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Komputer pokładowy,MP3,Podgrzewane lusterka boczne,Poduszki boczne przednie,System Start-Stop,Światła przeciwmgielne,Tempomat",A3,697371119,https://www.otomoto.pl/oferta/audi-a3-audi-a3-1-4-tfsi-e-tron-205-km-skory-szklany-dach-ID6CBGlE.html,2017
Audi,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik zmierzchu,Elektryczne szyby tylne,Gniazdo SD,Klimatyzacja automatyczna,MP3,Poduszki boczne przednie,Światła do jazdy dziennej,Tempomat,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Bluetooth,Czujniki parkowania tylne,ESP (stabilizacja toru jazdy),Hak,Komputer pokładowy,Nawigacja GPS,Relingi dachowe,Światła przeciwmgielne,Wielofunkcyjna kierownica,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Czujnik deszczu,Elektrochromatyczne lusterko wsteczne,Gniazdo AUX,Isofix,Kurtyny powietrzne,Podgrzewane lusterka boczne,System Start-Stop,Tapicerka welurowa",A4,536464111,https://www.otomoto.pl/oferta/audi-a4-audi-a4-b8-2-0tdi-cr-nawigacja-kolorowa-ID6D9keK.html,2011
Peugeot,,207,609975292,https://www.otomoto.pl/oferta/peugeot-207-1-6-hdi-sw-climatronic-sliczny-ID6D9keb.html,2008
BMW,"ABS,Elektryczne szyby przednie,Poduszka powietrzna kierowcy,Wspomaganie kierownicy,ASR (kontrola trakcji),Czujnik deszczu,Czujniki parkowania tylne,Elektrochromatyczne lusterko wsteczne,ESP (stabilizacja toru jazdy),Gniazdo USB,Klimatyzacja automatyczna,MP3,Podgrzewane przednie siedzenia,Szyberdach,Światła Xenonowe,Wielofunkcyjna kierownica,CD,Elektrycznie ustawiane lusterka,Poduszka powietrzna pasażera,Alarm,Asystent parkowania,Czujnik zmierzchu,Dach panoramiczny,Elektryczne szyby tylne,Gniazdo AUX,Isofix,Komputer pokładowy,Nawigacja GPS,Przyciemniane szyby,Światła do jazdy dziennej,Tapicerka skórzana,Zmieniarka CD,Centralny zamek,Immobilizer,Radio fabryczne,Alufelgi,Bluetooth,Czujniki parkowania przednie,Elektrochromatyczne lusterka boczne,Elektrycznie ustawiane fotele,Gniazdo SD,Kamera cofania,Kurtyny powietrzne,Podgrzewane lusterka boczne,Relingi dachowe,Światła przeciwmgielne,Tempomat",X5,501533633,https://www.otomoto.pl/oferta/bmw-x5-sprzedam-ID6D9keC.html,2011
